Brand,Storage,Refresh_Rate,Weight,Price,CPU_Brand,CPU_Series,CPU_Type,Warranty_Years,RAM_GB,OS,Brand_enc,CPU_Brand_enc,CPU_Series_enc,CPU_Type_enc,OS_enc
HP,512,60,1.79 kg,33333,intel,i7,u,1,8,dos,5,1,6,7,2
HP,512,60,1.79 kg,33333,intel,i5,u,1,16,dos,5,1,5,7,2
HP,512,60,1.79 kg,27777,intel,i5,u,1,8,dos,5,1,5,7,2
HP,512,60,1.74 kg,46666,intel,ultra 7,u,1,16,dos,5,1,14,7,2
Dell,512,60,1.66 kg,48888,intel,i7,u,1,16,dos,4,1,6,7,2
ASUS,512,60,1.95 kg,39999,intel,i7,h,1,16,Windows 11,1,1,6,3,1
Lenovo,512,60,1.08 kg,105000,intel,ultra 7,u,3,32,Windows 11,8,1,14,7,1
MSI,1,60,1.7 kg,56800,intel,ultra 7,u,2,32,Windows 11,9,1,14,7,1
HP,1,60,1.79 kg,33999,intel,i5,u,1,16,dos,5,1,5,7,2
Lenovo,512,60,1.7 kg,23499,intel,i5,u,1,8,dos,8,1,5,7,2
Lenovo,512,60,1.75 kg,33333,intel,i5,g7,1,8,Windows 10,8,1,5,2,0
MSI,512,60,1.5 kg,31249,intel,i7,u,1,8,dos,9,1,6,7,2
MSI,512,60,1.5 kg,24999,intel,i7,u,1,8,dos,9,1,6,7,2
Dell,512,60,1.79 kg,30999,intel,i5,u,1,8,dos,4,1,5,7,2
Dell,512,60,1.38 kg,38999,intel,ultra 5,u,1,8,dos,4,1,13,7,2
Dell,512,60,1.38 kg,38999,intel,ultra 5,u,1,8,dos,4,1,13,7,2
Lenovo,512,60,1.38 kg,30999,intel,ultra 5,u,1,8,dos,8,1,13,7,2
Lenovo,512,60,1.38 kg,36999,intel,ultra 7,u,1,8,dos,8,1,14,7,2
Lenovo,1,60,1.25 kg,119000,intel,ultra 7,u,1,32,Windows 11,8,1,14,7,1
Lenovo,1,60,1.09 kg,78000,intel,i7,u,1,16,Windows 11,8,1,6,7,1
Lenovo,1,60,1.24 kg,118900,intel,ultra 7,u,1,32,Windows 11,8,1,14,7,1
Lenovo,1,60,1.38 kg,113000,intel,ultra 7,u,1,16,Windows 11,8,1,14,7,1
Lenovo,512,60,1.38 kg,100300,intel,ultra 7,u,1,16,Windows 11,8,1,14,7,1
Lenovo,512,60,1.32 kg,92000,intel,ultra 7,u,1,16,Windows 11,8,1,14,7,1
Lenovo,512,60,1.38 kg,80850,intel,ultra 5,u,1,16,Windows 11,8,1,13,7,1
Lenovo,512,60,1.81 kg,36999,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,1,60,1.44 kg,57000,intel,ultra 7,u,1,16,dos,8,1,14,7,2
Lenovo,512,60,1.43 kg,53000,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,512,60,1.43 kg,40500,intel,i5,u,1,8,dos,8,1,5,7,2
Lenovo,512,60,1.81 kg,32333,intel,ultra 5,u,1,8,dos,8,1,13,7,2
Lenovo,1,60,1.08 kg,136599,intel,ultra 7,u,3,32,Windows 11,8,1,14,7,1
Microsoft,512,60,1.89 Kg,109999,intel,i7,h,1,16,Windows 11,10,1,6,3,1
Lenovo,1,60,1.08 kg,137999,intel,ultra 7,u,3,16,Windows 11,8,1,14,7,1
Dell,2,60,1.79 kg,33333,intel,i5,u,1,8,dos,4,1,5,7,2
Lenovo,512,60,1.81 kg,38888,intel,i7,u,1,8,dos,8,1,6,7,2
Lenovo,512,60,1.81 kg,33999,intel,i5,u,1,8,dos,8,1,5,7,2
Lenovo,512,60,1.43 kg,31999,intel,i5,u,1,8,dos,8,1,5,7,2
Lenovo,512,60,1.7 kg,30999,intel,i7,u,1,8,dos,8,1,6,7,2
Lenovo,256,60,1.7 kg,29999,intel,i7,g7,1,8,dos,8,1,6,2,2
Dell,2,60,1.59 Kg,30499,intel,i5,g7,1,8,Windows 10,4,1,5,2,0
Dell,1,60,1.79 kg,24999,intel,i5,u,1,4,dos,4,1,5,7,2
Lenovo,512,60,1.81 kg,38888,intel,i5,u,1,8,dos,8,1,5,7,2
Lenovo,512,60,1.7 kg,29999,intel,i7,u,1,8,dos,8,1,6,7,2
Microsoft,512,60,0.89 kg,79999,snapdragon,snapdragon,p,1,16,Windows 11,10,2,12,6,1
Lenovo,512,60,1.81 kg,44444,intel,i7,u,1,16,dos,8,1,6,7,2
Lenovo,512,60,1.81 kg,43999,intel,i7,h,1,16,dos,8,1,6,3,2
Dell,1,60,2.18 kg,55999,intel,ultra 7,u,1,16,Windows 11,4,1,14,7,1
HP,512,60,1.87kg,38499,intel,ultra 5,u,1,16,Windows 11,5,1,13,7,1
Lenovo,256,60,1.75 kg,34999,intel,i5,g7,1,8,Windows 10,8,1,5,2,0
Microsoft,256,60,1.98,79999,intel,i7,u,1,16,Windows 11,10,1,6,7,1
HP,512,60,1.79 kg,40199,intel,i7,u,1,8,dos,5,1,6,7,2
Dell,256,60,1.35 kg,30999,intel,i5,u,1,8,Windows 11,4,1,5,7,1
Lenovo,256,60,1.4 kg,23999,intel,i7,g7,1,16,dos,8,1,6,2,2
Dell,1,60,1.58 kg,52999,intel,i7,u,1,16,Windows 11,4,1,6,7,1
HP,512,60,1.79 kg,31999,intel,i5,u,1,8,dos,5,1,5,7,2
Lenovo,512,60,1.7 kg,34777,intel,i5,u,1,8,dos,8,1,5,7,2
ASUS,512,60,1.70 kg,36199,intel,i7,h,1,16,Windows 11,1,1,6,3,1
Lenovo,512,60,1.81 kg,45999,intel,i7,u,1,8,dos,8,1,6,7,2
Dell,512,60,1.36 kg,55449,intel,i7,u,1,16,dos,4,1,6,7,2
Dell,2,60,1.613 kg,56999,intel,i7,u,1,8,dos,4,1,6,7,2
Dell,2,60,1.52 kg,25799,intel,i5,g7,1,8,dos,4,1,5,2,2
HP,256,60,1.38 kg,38888,intel,i5,u,1,16,Windows 11,5,1,5,7,1
HP,256,60,1.79 kg,38888,intel,i5,u,1,16,Windows 11,5,1,5,7,1
Dell,2,60,1.36 kg,43500,intel,i5,u,1,8,dos,4,1,5,7,2
HP,512,60,1.74 kg,39999,intel,i5,g7,1,8,Windows 11,5,1,5,2,1
Lenovo,512,60,1.44 kg,38899,intel,i5,g7,1,8,Windows 11,8,1,5,2,1
ASUS,1,60,1.40 kg,37499,intel,i7,g7,2,16,Windows 10,1,1,6,2,0
HP,512,60,1.51 kg,36000,intel,i5,u,1,8,Windows 11,5,1,5,7,1
HP,512,60,1.32 kg,62499,intel,i7,u,3,16,Windows 10,5,1,6,7,0
ASUS,1,60,1.66 kg,41999,intel,i7,u,2,16,Windows 10,1,1,6,7,0
Dell,512,60,1.81 kg,39888,intel,i7,u,1,8,dos,4,1,6,7,2
HP,512,60,1.74 kg,36000,intel,i7,u,1,16,dos,5,1,6,7,2
Dell,2,60,1.79 Kg,31777,intel,i5,g7,1,8,dos,4,1,5,2,2
Lenovo,512,60,1.64 kg,40999,intel,i7,u,1,8,dos,8,1,6,7,2
Lenovo,512,60,1.7 kg,41777,intel,i7,u,1,8,dos,8,1,6,7,2
Lenovo,512,60,1.7 kg,37999,intel,i5,g7,1,8,dos,8,1,5,2,2
Dell,2,60,1.37 Kg,25000,intel,i5,g7,1,16,dos,4,1,5,2,2
Lenovo,512,60,1.7 kg,35999,intel,i7,g7,1,8,dos,8,1,6,2,2
Microsoft,512,60,1.94 lb (879 g),104999,intel,i7,h,1,16,Windows 11,10,1,6,3,1
HP,512,60,1.74 kg,17499,amd,ryzen 7,u,1,8,dos,5,0,10,7,2
HP,256,60,2 Kg,12999,intel,i3,g4,1,8,Windows 10,5,1,4,1,0
Dell,256,60,1.79 Kg,28899,intel,i5,g7,1,8,dos,4,1,5,2,2
Dell,2,60,1.79 Kg,37888,intel,i7,g7,1,8,dos,4,1,6,2,2
HP,512,60,1.74 kg,42499,intel,i7,u,1,8,dos,5,1,6,7,2
Dell,2,60,1.79 Kg,28350,intel,i7,g7,1,8,dos,4,1,6,2,2
HP,512,60,1.74 kg,29999,intel,i5,u,1,8,dos,5,1,5,7,2
Dell,512,60,1.16 kg,45650,intel,i7,g7,1,16,Windows 11,4,1,6,2,1
Dell,512,60,1.16 kg,33000,intel,i5,g7,1,8,Windows 11,4,1,5,2,1
HP,512,60,1.74 kg,26249,intel,i7,g7,1,8,dos,5,1,6,2,2
HP,512,60,1.74 kg,27600,intel,i7,g7,1,8,dos,5,1,6,2,2
Dell,1,60,1.79 Kg,17299,intel,i5,g7,1,8,dos,4,1,5,2,2
Lenovo,256,60,1.64 kg,18999,intel,i5,g7,1,8,dos,8,1,5,2,2
Lenovo,256,60,1.47 Kg,33249,intel,i5,g7,3,16,Windows 10,8,1,5,2,0
Lenovo,256,60,1.46 Kg,42299,intel,i5,g7,1,16,Windows 10,8,1,5,2,0
Lenovo,512,60,1.133 kg,48349,intel,i7,g7,1,16,Windows 10,8,1,6,2,0
Dell,1,60,1.79 Kg,18699,intel,i7,g7,1,8,dos,4,1,6,2,2
Dell,1,60,1.79 Kg,20000,intel,i5,g7,1,4,dos,4,1,5,2,2
Dell,256,60,1.59 Kg,19950,intel,i5,g7,1,4,dos,4,1,5,2,2
Dell,256,60,1.37 Kg,18599,intel,i5,g7,1,4,dos,4,1,5,2,2
Dell,1,60,1.79 Kg,21750,intel,i5,g7,1,8,dos,4,1,5,2,2
Lenovo,256,60,1.70kg,15407,intel,i5,g7,1,8,dos,8,1,5,2,2
Lenovo,1,60,1.8 kg,35000,intel,i5,g7,1,8,dos,8,1,5,2,2
Lenovo,1,60,1.5 kg,20000,intel,i5,g1,1,8,dos,8,1,5,0,2
Dell,1,60,1.79 kg,25000,intel,i5,u,1,8,dos,4,1,5,7,2
ASUS,2,60,1.85 kg,136666,amd,ai 9,hx,1,4,Windows 11,1,0,1,5,1
ASUS,2,60,1.80 kg,69499,intel,ultra 9,u,1,4,Windows 11,1,1,15,7,1
ASUS,1,144,2.65 Kg,134999,intel,ultra 9,u,1,32,Windows 11,1,1,15,7,1
HP,512,60,2.15 kg,68888,intel,i7,h,1,16,Windows 11,5,1,6,3,1
ASUS,1,144,2.60 Kg,117699,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,512,60,1.80 Kg,49500,amd,ryzen 5,h,2,8,Windows 11,1,0,9,3,1
ASUS,1,60,1.95 Kg,39999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,1,60,2.40 Kg,73999,intel,i7,h,2,32,Windows 11,1,1,6,3,1
ASUS,1,60,2.40 Kg,85699,amd,ryzen 9,hx,2,32,Windows 11,1,0,11,5,1
ASUS,1,144,1.30 Kg,89999,amd,ryzen 9,hs,2,32,Windows 10,1,0,11,4,0
ASUS,1,60,2.34 kg,135500,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,1,144,1.18 Kg,106000,intel,i9,h,2,16,Windows 11,1,1,7,3,1
Razer,1,60,2.01 kg,64422,intel,i9,h,1,32,Windows 10,11,1,7,3,0
