Age,Gender,Family_Income,Study_Hours_per_Day,Attendance_Rate,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,CGPA,Semester,Department,Parental_Education,Dropout,Parental_Education_label,Department_label
23,1,25000.0,4.57,73.3,34.7,1,0,5.9,2.22,4,Business,Bachelor,0,1,3
18,1,25000.0,1.0,77.8,25.3,1,0,3.4,3.51,3,Engineering,High School,0,0,1
18,1,28889.0,1.84,86.7,30.3,0,0,8.5,2.33,4,Arts,Bachelor,0,1,0
23,0,43887.0,2.18,91.2,27.0,1,0,5.8,1.86,2,Business,Bachelor,0,1,3
18,1,62747.0,3.76,82.3,40.2,1,0,5.5,2.55,3,Engineering,Master,0,2,1
22,0,25414.0,3.41,75.5,14.5,1,0,3.5,2.33,1,Science,Bachelor,0,1,4
19,0,92303.0,5.21,92.3,25.9,1,1,5.1,2.12,1,Arts,Master,0,2,0
24,1,26626.0,1.11,81.9,27.7,1,0,5.4,1.4,1,Engineering,Master,0,2,1
19,1,48890.0,3.46,82.0,46.7,0,1,3.6,1.96,1,Arts,Bachelor,0,1,0
23,1,94741.0,5.53,89.4,44.1,1,0,5.8,3.0,3,CS,Bachelor,1,1,2
21,1,32325.0,1.95,94.0,34.7,0,0,4.0,2.36,4,Engineering,Master,0,2,1
21,1,25000.0,3.85,83.9,18.1,0,0,6.3,1.49,3,CS,Bachelor,0,1,2
17,1,31399.0,4.98,85.8,30.7,0,1,3.7,3.91,4,Business,Master,0,2,3
17,1,25000.0,5.83,90.4,52.6,0,0,5.8,3.96,3,CS,PhD,0,3,2
20,1,25219.0,2.37,80.2,28.2,1,0,5.2,2.66,2,Science,Bachelor,0,1,4
21,0,97830.0,4.48,77.6,31.5,0,1,6.0,0.92,1,CS,High School,1,0,2
18,0,25000.0,4.05,79.1,32.2,1,1,5.8,2.38,1,Arts,Bachelor,1,1,0
18,1,35606.0,2.65,74.6,19.8,1,1,5.7,1.71,2,Science,High School,0,0,4
22,0,25000.0,2.4,73.3,20.3,0,0,4.2,1.22,2,Arts,Master,0,2,0
22,0,25000.0,2.36,99.8,20.3,0,1,6.5,1.5,3,Engineering,Bachelor,1,1,1
20,0,46486.0,8.83,74.8,26.4,1,1,6.0,1.45,4,Engineering,High School,0,0,1
22,0,35986.0,5.53,84.2,35.3,0,1,6.6,2.85,4,CS,Bachelor,0,1,2
18,1,25977.0,4.09,81.3,32.0,1,0,5.5,3.91,1,Science,High School,0,0,4
20,1,25000.0,2.9,90.4,36.1,0,0,5.2,1.35,2,Science,High School,1,0,4
24,1,35941.0,4.73,82.9,55.9,0,1,3.7,2.17,1,Science,Bachelor,1,1,4
21,1,82836.0,2.42,93.1,61.1,1,0,4.3,3.85,3,Business,Master,0,2,3
21,1,25000.0,4.42,81.0,31.1,0,0,4.6,3.75,3,Science,High School,0,0,4
26,1,93620.0,5.09,84.0,41.1,0,1,7.2,1.34,3,Arts,Bachelor,1,1,0
17,1,61065.0,3.79,88.0,37.9,0,0,3.3,3.3,2,Engineering,Bachelor,0,1,1
22,0,67617.0,3.22,83.6,42.9,0,0,3.1,4.0,3,Business,High School,0,0,3
24,0,29803.5,3.7,86.2,42.5,0,0,5.5,1.79,3,Science,High School,0,0,4
20,0,60035.0,5.26,84.3,23.7,0,0,4.1,1.39,1,CS,PhD,0,3,2
22,1,25000.0,3.94,70.7,53.8,1,0,4.8,2.06,2,Arts,Bachelor,1,1,0
18,0,25000.0,6.15,88.1,48.4,1,0,4.7,3.79,4,Science,PhD,0,3,4
19,1,47075.0,1.62,91.4,41.6,1,0,4.4,2.83,1,Arts,Bachelor,0,1,0
21,1,35508.0,2.35,81.0,38.2,1,0,4.1,0.0,2,Engineering,Master,0,2,1
22,0,27200.0,4.11,80.4,34.8,1,0,3.8,1.83,1,Business,High School,1,0,3
23,0,25000.0,4.59,84.3,32.5,1,1,4.8,2.93,2,Arts,High School,0,0,0
24,1,25000.0,3.91,97.6,39.5,1,0,2.9,3.09,3,Arts,Master,0,2,0
20,0,25000.0,5.82,79.7,33.0,1,0,6.6,4.0,4,CS,Master,0,2,2
23,1,39979.0,2.77,87.0,34.5,1,0,3.9,3.04,4,Science,Master,0,2,4
20,1,26511.0,4.02,80.6,30.3,1,1,6.3,2.38,3,Engineering,Bachelor,0,1,1
23,1,25000.0,5.41,86.8,28.4,1,1,4.3,3.22,4,CS,Master,0,2,2
21,0,145182.0,6.32,71.8,53.0,1,0,7.4,0.61,4,CS,High School,0,0,2
22,1,55432.0,3.73,96.4,32.5,1,0,5.6,3.29,3,Business,Bachelor,1,1,3
21,1,56023.0,7.49,84.9,26.6,1,1,3.6,3.66,4,Engineering,PhD,0,3,1
17,1,111450.0,4.12,79.8,33.5,1,0,10.0,1.11,2,Arts,High School,1,0,0
18,1,48113.0,6.21,80.0,17.0,1,1,4.7,2.89,4,Engineering,Bachelor,0,1,1
21,1,25000.0,3.55,84.2,42.8,1,1,4.5,2.22,3,Business,High School,0,0,3
17,0,25000.0,3.8,98.0,31.7,0,1,4.6,2.8,3,Engineering,High School,0,0,1
22,1,53047.0,5.52,94.4,27.6,1,1,6.2,3.17,1,Science,Bachelor,0,1,4
22,1,25000.0,5.06,79.8,26.4,0,0,2.9,2.32,4,Engineering,Master,0,2,1
21,0,28377.0,3.98,82.8,12.6,0,1,5.7,2.46,2,Business,Bachelor,0,1,3
18,0,25000.0,2.64,83.2,53.4,1,0,2.5,3.26,2,CS,Bachelor,0,1,2
24,0,31549.0,7.41,66.4,33.9,1,0,5.4,3.35,3,Arts,Bachelor,1,1,0
25,1,49635.0,3.64,80.2,53.2,0,0,7.5,2.24,1,Engineering,High School,0,0,1
21,0,35159.0,4.09,83.7,28.5,1,0,4.5,1.07,4,Science,Master,0,2,4
22,0,52201.0,1.5,74.7,37.1,1,0,7.1,0.0,3,Science,Bachelor,0,1,4
21,1,96654.0,3.27,95.8,40.4,0,1,2.5,3.89,3,Business,Master,0,2,3
22,1,27279.0,5.16,73.0,37.5,0,0,4.4,1.91,2,Business,Bachelor,0,1,3
20,0,160266.0,3.81,73.9,26.2,1,0,3.3,2.67,4,Arts,Bachelor,0,1,0
20,0,30604.5,4.05,87.5,10.4,0,0,5.5,2.46,4,Arts,Bachelor,0,1,0
23,0,52549.0,4.38,84.2,58.7,0,0,4.8,2.99,2,CS,Bachelor,0,1,2
26,0,25000.0,3.23,78.4,22.8,0,0,4.3,3.41,4,CS,Bachelor,0,1,2
17,0,78558.0,6.22,90.1,62.0,1,0,5.0,3.37,2,Science,Bachelor,0,1,4
20,1,55549.0,7.19,84.0,24.4,0,0,5.5,3.11,1,Science,High School,0,0,4
18,1,71888.0,5.75,96.8,48.1,1,0,4.8,2.94,4,CS,Master,0,2,2
24,1,30721.0,4.18,67.8,38.6,1,1,3.4,0.69,1,Engineering,High School,1,0,1
19,0,25000.0,3.76,77.8,39.2,0,0,7.9,2.44,1,Arts,Master,1,2,0
17,1,39192.0,1.87,95.2,24.1,1,0,7.5,1.51,3,Business,Bachelor,0,1,3
22,1,25000.0,4.46,85.8,26.7,1,0,6.1,1.4,1,Business,Bachelor,0,1,3
24,0,25000.0,4.51,81.2,26.9,1,0,6.0,1.38,4,Engineering,Bachelor,0,1,1
22,0,33345.0,2.52,78.8,33.3,1,1,5.9,2.65,4,Arts,High School,0,0,0
21,1,29803.0,4.4,84.8,29.0,0,0,5.5,3.26,2,Engineering,Master,0,2,1
21,1,35995.0,5.46,72.8,25.1,1,0,4.5,3.29,1,CS,Master,0,2,2
24,0,32329.0,3.63,70.5,20.2,0,0,8.4,1.71,4,Science,PhD,1,3,4
19,1,29718.0,3.76,71.5,21.4,0,0,5.5,2.69,3,Science,Bachelor,0,1,4
20,1,25000.0,1.39,88.8,36.4,0,0,3.1,3.15,3,Business,Master,0,2,3
20,1,31304.0,6.37,89.5,21.6,1,0,4.7,2.89,3,Arts,PhD,0,3,0
18,0,31626.0,3.13,78.6,16.8,0,0,6.4,1.66,4,CS,Bachelor,0,1,2
20,1,25000.0,3.61,78.2,31.7,1,0,6.2,3.1,3,Engineering,High School,0,0,1
23,0,25000.0,4.34,82.0,5.0,1,1,6.5,2.91,4,Arts,Bachelor,0,1,0
22,1,25000.0,3.74,74.1,29.9,1,0,2.8,3.67,3,Business,Bachelor,0,1,3
22,1,30914.0,5.25,87.3,30.9,1,0,6.1,2.58,3,Engineering,Bachelor,0,1,1
21,0,25000.0,3.52,79.6,36.8,0,0,7.5,0.18,2,Arts,Master,0,2,0
22,1,25000.0,3.25,81.5,34.1,1,0,2.8,2.33,3,Arts,Master,0,2,0
19,0,35368.0,5.21,80.6,14.7,1,0,8.6,1.15,3,Arts,Master,0,2,0
20,1,28377.0,3.9699999999999998,86.1,27.8,0,1,5.5,1.96,4,Science,Bachelor,0,1,4
21,0,31977.0,2.34,84.3,37.8,1,1,5.7,2.03,1,Engineering,High School,0,0,1
21,1,25000.0,4.32,97.3,35.0,0,0,3.8,4.0,3,Business,Bachelor,0,1,3
21,0,42485.0,5.09,78.9,20.6,1,1,4.4,3.93,2,Business,Bachelor,0,1,3
20,1,26521.0,5.1,96.3,35.0,1,0,4.8,2.36,2,Engineering,High School,0,0,1
20,1,25000.0,0.5,67.5,41.0,1,1,2.9,2.3,3,Arts,Bachelor,0,1,0
27,1,55367.0,3.37,85.9,18.3,1,0,4.9,2.5,3,Engineering,High School,0,0,1
23,0,36758.0,5.12,69.3,6.5,1,0,3.9,2.66,4,CS,Bachelor,0,1,2
21,1,27679.0,2.66,73.8,51.3,0,1,6.7,0.0,4,Science,Bachelor,1,1,4
20,0,25000.0,3.7,74.2,33.8,1,0,1.0,3.05,2,CS,High School,0,0,2
20,1,25000.0,4.59,73.6,24.5,1,1,5.1,1.21,3,Science,High School,1,0,4
20,1,29684.0,3.88,77.1,24.1,1,0,5.5,3.71,2,Engineering,Bachelor,0,1,1
21,1,25000.0,4.64,99.6,31.8,1,1,5.5,1.94,4,Science,Bachelor,0,1,4
17,1,25570.0,3.78,75.0,42.5,1,1,9.7,0.83,2,Science,Bachelor,1,1,4
17,0,29443.0,4.74,69.1,11.9,0,0,8.5,0.04,3,Business,Bachelor,1,1,3
19,1,36036.0,4.77,85.9,25.2,0,1,4.6,3.47,3,Arts,Master,0,2,0
21,0,25000.0,5.11,83.9,49.8,1,0,5.2,2.78,2,Science,High School,0,0,4
20,1,33008.0,5.04,99.7,39.9,1,1,4.0,3.73,1,CS,Master,0,2,2
24,1,25000.0,5.28,81.7,38.9,1,1,5.2,0.0,4,Business,Bachelor,1,1,3
17,1,31523.0,3.37,63.7,34.9,0,0,6.8,1.25,1,Science,Bachelor,1,1,4
19,1,25000.0,3.44,78.6,33.7,0,1,3.1,3.4,2,Arts,PhD,0,3,0
24,0,25000.0,4.26,78.4,24.4,0,1,8.3,2.13,3,CS,Bachelor,0,1,2
21,1,49064.0,6.55,72.1,23.3,0,0,7.1,0.55,2,CS,PhD,0,3,2
22,0,25813.0,4.3,77.5,39.7,1,0,7.1,1.47,3,Science,Bachelor,0,1,4
25,1,39507.0,6.18,80.8,23.5,1,0,6.2,2.11,4,Business,High School,1,0,3
19,1,40300.0,5.92,81.5,33.4,1,1,3.9,2.97,4,Arts,High School,0,0,0
20,0,63702.0,5.93,71.0,31.8,0,0,7.3,1.86,4,Arts,High School,1,0,0
20,0,25000.0,5.84,86.9,56.3,0,1,4.9,3.96,2,Science,Bachelor,0,1,4
17,0,51607.0,2.77,95.1,28.1,1,0,2.5,3.45,2,CS,Bachelor,0,1,2
20,1,30028.0,2.6,84.2,44.0,0,0,5.6,3.34,4,Science,Bachelor,0,1,4
22,0,25000.0,2.88,90.9,38.5,1,0,3.4,1.74,1,Business,Bachelor,0,1,3
22,1,25000.0,5.45,83.5,28.6,1,1,4.4,2.83,4,Engineering,PhD,0,3,1
22,1,42785.0,3.64,73.6,15.1,1,0,6.8,1.76,2,Engineering,Bachelor,1,1,1
20,0,25000.0,3.22,84.2,29.4,0,0,5.3,1.54,4,CS,Bachelor,0,1,2
19,0,40566.0,3.46,78.0,40.8,0,0,5.4,0.13,2,Arts,Bachelor,1,1,0
23,1,94532.0,4.62,73.1,15.3,0,1,7.6,2.21,3,CS,Master,1,2,2
19,0,53529.0,3.09,81.4,40.0,0,0,1.4,4.0,3,Science,Bachelor,0,1,4
21,1,68519.0,3.35,88.6,46.1,1,1,7.5,3.1,3,Business,Bachelor,0,1,3
21,0,25000.0,3.6,79.3,31.2,1,0,5.8,1.75,1,Arts,PhD,0,3,0
24,0,46988.0,5.19,97.5,41.0,0,0,5.4,3.69,2,Business,Bachelor,0,1,3
23,1,25000.0,1.84,89.6,31.7,0,0,5.4,2.66,3,Engineering,Master,1,2,1
18,0,25846.0,4.01,77.6,36.9,0,1,6.7,1.66,2,CS,Bachelor,1,1,2
18,1,84522.0,3.54,77.4,47.9,1,1,7.3,0.51,2,CS,High School,1,0,2
22,1,25000.0,4.79,99.2,11.4,1,1,5.1,2.89,2,Arts,High School,0,0,0
20,0,57920.0,3.85,79.3,20.8,1,0,5.3,0.9,2,CS,High School,1,0,2
20,0,54687.0,2.81,84.9,45.0,1,1,6.6,3.98,4,Engineering,High School,0,0,1
23,0,56661.0,6.79,85.4,47.2,1,0,1.7,1.91,3,Arts,High School,0,0,0
21,0,25000.0,6.01,68.2,13.1,1,1,5.3,2.53,4,Business,Master,1,2,3
21,1,40746.0,4.32,68.3,48.7,1,1,6.4,2.27,4,CS,Bachelor,0,1,2
22,1,27066.0,4.77,88.9,5.0,0,0,4.6,4.0,4,CS,Master,0,2,2
20,0,57131.0,3.03,73.6,37.5,0,0,4.1,1.08,1,CS,High School,1,0,2
24,0,25000.0,4.27,82.1,32.6,0,1,5.2,3.98,2,CS,High School,0,0,2
19,0,37074.0,7.45,69.9,21.2,0,0,4.4,3.46,2,Engineering,Bachelor,0,1,1
22,0,34058.0,5.61,79.4,21.9,0,0,5.1,1.85,2,Business,High School,0,0,3
24,1,25000.0,2.63,83.7,22.4,0,0,4.7,1.0,3,Business,Bachelor,0,1,3
18,1,25000.0,4.53,65.5,27.6,0,0,8.3,1.8,3,Science,High School,1,0,4
20,0,25000.0,4.11,82.4,53.8,1,0,3.4,2.94,4,Engineering,PhD,0,3,1
23,0,25000.0,4.68,82.9,39.9,1,0,7.0,1.8,2,Arts,Bachelor,0,1,0
23,1,41338.0,6.32,78.3,47.2,0,0,4.4,2.39,1,Engineering,Bachelor,0,1,1
20,0,33430.0,2.82,73.2,26.1,1,0,6.1,4.0,1,Engineering,High School,0,0,1
19,1,32914.0,3.74,79.0,32.8,1,0,6.7,2.0,2,Engineering,Master,0,2,1
23,0,25000.0,2.54,79.0,17.1,0,0,8.3,2.88,1,CS,Master,1,2,2
23,1,58237.0,4.28,97.4,26.7,1,0,6.2,3.86,2,Engineering,Bachelor,0,1,1
18,1,29399.0,4.14,81.0,23.4,0,0,4.8,3.16,4,CS,PhD,0,3,2
18,0,30340.0,6.71,78.3,35.9,1,0,5.6,2.18,1,Engineering,High School,0,0,1
21,1,52273.0,2.89,81.0,21.5,1,0,9.0,1.76,2,Engineering,Master,1,2,1
22,1,25000.0,5.18,85.4,20.0,1,0,5.8,3.7,4,Arts,Master,0,2,0
20,0,34103.0,0.59,85.1,34.8,1,0,3.1,1.69,2,Science,Bachelor,0,1,4
22,0,38333.0,6.51,85.6,29.4,1,1,4.8,3.65,4,CS,Bachelor,0,1,2
19,1,25000.0,4.04,86.8,21.6,0,1,4.8,3.15,1,Business,High School,0,0,3
17,1,43977.0,4.18,70.3,19.8,0,0,6.8,0.62,2,Business,High School,1,0,3
20,1,29590.0,3.68,71.1,21.6,1,1,5.5,2.35,4,Engineering,Bachelor,0,1,1
21,1,27981.0,4.62,83.5,39.8,1,0,4.6,3.28,3,Science,High School,0,0,4
20,1,27466.0,3.23,77.0,35.0,1,1,5.9,1.96,2,Arts,High School,0,0,0
18,1,29684.0,3.955,82.9,20.9,1,0,5.5,2.11,1,Engineering,Bachelor,0,1,1
17,1,47719.0,5.75,81.1,21.4,0,1,5.7,1.28,4,Engineering,High School,0,0,1
19,0,30876.0,3.49,81.8,16.2,1,1,5.8,3.18,1,CS,High School,0,0,2
23,1,58228.0,3.61,83.4,25.3,1,0,5.9,1.52,4,Engineering,Bachelor,0,1,1
23,0,44140.0,3.63,68.6,31.5,1,0,3.8,1.19,1,Arts,High School,0,0,0
23,0,25000.0,5.25,84.1,19.5,1,1,6.9,3.62,2,Science,Bachelor,0,1,4
19,1,25000.0,3.8,87.2,56.2,0,1,4.5,2.55,1,Business,High School,0,0,3
18,0,60436.0,3.42,84.0,37.5,1,1,5.5,1.7,1,Engineering,High School,0,0,1
22,0,25641.0,4.23,76.2,29.6,1,0,3.3,0.0,4,Arts,Bachelor,1,1,0
22,0,32811.0,5.38,75.1,31.0,0,0,5.6,4.0,3,Business,Bachelor,0,1,3
21,1,58899.0,2.31,83.5,13.3,1,0,5.8,3.38,3,Arts,Master,0,2,0
17,1,29618.0,4.97,88.4,15.6,1,0,5.6,2.4,2,Arts,High School,0,0,0
19,1,30405.0,4.46,92.5,45.9,0,0,4.1,2.98,4,Science,Bachelor,0,1,4
20,0,25000.0,4.52,88.1,49.6,0,0,7.5,3.98,3,Science,Bachelor,0,1,4
22,0,37123.0,4.02,86.1,5.0,0,0,6.6,0.59,3,Business,Bachelor,1,1,3
22,0,42273.0,4.04,61.7,35.6,1,1,5.2,1.59,1,CS,Bachelor,1,1,2
21,0,25000.0,4.92,77.1,46.6,1,0,5.2,1.14,2,Business,Bachelor,1,1,3
21,0,25000.0,1.99,84.5,25.9,1,1,4.2,3.83,3,Engineering,Bachelor,0,1,1
21,0,143742.0,2.95,76.6,48.2,0,1,4.4,3.27,1,Engineering,High School,0,0,1
22,0,28121.0,1.81,74.6,39.2,1,0,8.1,0.75,1,Science,Bachelor,1,1,4
21,0,25000.0,6.36,73.5,35.4,0,1,4.9,2.06,1,CS,Bachelor,0,1,2
21,1,45431.0,5.64,96.1,27.1,1,1,10.0,1.31,3,CS,Bachelor,0,1,2
20,1,28840.0,1.18,71.6,31.1,1,1,3.4,2.31,4,Science,PhD,0,3,4
21,1,25000.0,4.47,80.3,24.6,0,0,6.2,1.09,3,Science,Bachelor,0,1,4
22,1,39729.0,3.71,76.2,33.6,0,1,5.9,2.74,3,CS,Bachelor,0,1,2
21,0,31202.0,3.88,75.1,33.0,1,1,5.5,1.14,2,Arts,High School,0,0,0
21,1,76563.0,4.43,85.3,24.8,0,0,2.6,3.45,1,Arts,Master,0,2,0
24,0,40003.0,3.82,88.6,6.6,1,1,3.0,1.3,1,Arts,Master,1,2,0
21,1,25182.0,3.92,72.6,27.7,0,0,5.9,3.79,4,Business,Master,0,2,3
19,1,31749.0,5.32,82.4,17.8,0,0,3.7,1.97,1,Science,Master,0,2,4
22,1,51122.0,3.23,81.1,16.5,1,0,7.7,1.35,3,Science,Bachelor,1,1,4
18,1,33242.0,3.5,78.4,21.7,1,1,5.1,2.73,1,Business,Master,0,2,3
18,1,106220.0,4.84,74.5,39.9,1,1,6.0,3.19,3,Business,High School,0,0,3
21,1,58778.0,5.11,90.9,16.7,0,0,5.4,2.95,1,Engineering,Bachelor,0,1,1
22,0,39838.0,4.38,73.7,19.4,0,0,5.4,3.29,1,Arts,Bachelor,0,1,0
18,1,25000.0,3.37,71.6,38.5,1,0,8.2,0.44,4,Science,Bachelor,1,1,4
20,0,27224.0,1.83,90.8,20.8,1,0,7.5,1.16,2,Science,High School,1,0,4
19,1,39629.0,1.88,83.6,16.5,0,1,5.8,0.0,4,CS,Bachelor,1,1,2
19,0,25000.0,3.73,72.6,39.7,1,0,6.7,2.11,2,CS,Bachelor,1,1,2
23,0,64606.0,4.22,81.4,28.4,1,0,7.6,4.0,1,Engineering,High School,0,0,1
22,1,25000.0,3.54,77.0,30.8,0,0,4.4,1.03,1,Science,Bachelor,0,1,4
21,0,25000.0,2.63,93.9,27.3,1,0,2.7,3.98,4,Business,Bachelor,0,1,3
19,1,25000.0,2.43,80.1,35.1,1,1,6.5,1.54,2,Arts,Bachelor,0,1,0
18,0,46458.0,4.21,86.3,38.2,0,0,7.7,2.14,1,Business,Bachelor,0,1,3
24,1,25000.0,5.76,81.8,28.5,0,1,2.4,3.7,1,CS,Master,0,2,2
22,1,25000.0,3.03,93.5,12.0,0,0,4.4,2.8,3,Business,Master,0,2,3
19,1,57115.0,3.97,83.6,33.6,1,1,5.1,3.99,4,Engineering,PhD,0,3,1
22,0,25000.0,3.08,91.3,25.9,1,0,3.7,3.28,3,Engineering,Master,0,2,1
20,0,25000.0,4.78,86.3,40.3,0,1,5.2,3.48,3,Arts,Master,0,2,0
20,1,25000.0,3.84,77.6,19.3,1,1,3.5,1.4,2,Arts,Bachelor,0,1,0
22,0,83288.0,5.28,82.0,26.2,1,1,4.9,3.11,3,CS,Master,0,2,2
19,0,25000.0,4.15,80.3,12.2,1,1,6.8,2.62,3,Arts,Master,0,2,0
20,1,31202.0,3.59,77.4,39.4,1,1,5.5,3.96,3,Business,High School,0,0,3
21,0,31202.0,3.96,58.400000000000006,44.7,1,1,5.5,3.94,4,Arts,High School,0,0,0
19,0,25000.0,2.91,92.9,24.1,0,1,8.0,1.21,2,Arts,High School,0,0,0
22,0,30885.0,4.26,65.5,27.7,0,1,5.5,1.94,3,Arts,High School,0,0,0
25,0,25000.0,4.3,92.7,20.3,1,0,1.0,2.28,1,Science,Bachelor,0,1,4
19,1,52761.0,6.62,71.3,21.4,1,1,5.8,2.6,3,Business,Bachelor,1,1,3
17,0,31588.0,2.57,86.3,38.3,1,0,5.4,1.5,4,Engineering,Bachelor,1,1,1
17,1,131875.0,5.29,77.3,24.0,1,0,5.8,4.0,1,Engineering,Bachelor,0,1,1
20,0,25000.0,4.17,68.7,35.7,1,0,5.6,0.74,3,Arts,Master,1,2,0
19,0,25000.0,2.73,91.2,29.8,1,1,7.8,2.17,4,Arts,Bachelor,1,1,0
21,1,74627.0,0.52,62.8,39.0,1,1,4.2,1.8,3,Business,PhD,1,3,3
21,0,56094.0,3.17,88.4,25.3,0,0,5.3,2.1,1,Engineering,Bachelor,0,1,1
17,1,37454.0,3.34,83.0,43.0,1,0,4.7,1.52,3,CS,High School,0,0,2
17,1,25000.0,3.34,90.4,52.5,0,0,6.7,2.48,4,Arts,High School,0,0,0
21,0,84711.0,5.17,87.0,9.6,1,0,6.9,4.0,3,Arts,High School,0,0,0
21,1,28474.0,3.4,86.9,28.9,1,0,6.2,2.27,2,Science,PhD,0,3,4
20,0,25000.0,4.35,89.2,28.9,0,0,9.4,0.09,4,Science,High School,1,0,4
17,0,59029.0,2.19,88.7,21.4,1,0,6.5,0.65,1,Business,Bachelor,0,1,3
22,0,31048.5,4.18,85.6,34.9,0,1,5.5,4.0,1,CS,Master,0,2,2
23,1,25000.0,2.31,79.3,43.4,1,0,3.9,0.41,3,CS,Bachelor,1,1,2
21,0,30460.0,4.88,80.2,6.3,1,0,4.2,3.75,2,CS,Master,0,2,2
19,1,25000.0,5.26,82.9,5.4,0,0,9.1,2.14,3,Business,High School,0,0,3
21,1,29219.0,3.79,79.9,49.9,1,0,5.5,3.11,1,Business,High School,0,0,3
18,0,25000.0,6.5,99.5,27.1,1,0,6.9,1.43,2,Business,High School,1,0,3
23,0,25000.0,3.41,81.3,31.1,1,0,7.8,3.41,3,Engineering,Bachelor,0,1,1
21,1,25000.0,4.47,72.8,17.2,1,0,7.6,2.37,3,Arts,High School,1,0,0
17,1,41988.0,4.99,81.0,30.5,1,0,2.6,3.37,1,Engineering,Bachelor,0,1,1
20,0,25000.0,3.12,75.3,46.4,0,0,4.9,1.4,1,Arts,Master,0,2,0
22,1,39619.0,3.09,97.7,36.0,1,1,6.6,1.4,2,Science,High School,1,0,4
20,0,25000.0,3.45,82.8,32.3,0,0,6.8,1.35,1,Arts,Master,1,2,0
20,1,51304.0,4.59,87.1,8.8,1,1,5.5,2.9,2,Arts,High School,0,0,0
18,1,25000.0,4.76,86.1,38.9,0,1,4.2,2.25,1,Arts,High School,0,0,0
22,1,25000.0,5.81,89.6,30.1,0,0,5.0,3.73,1,CS,PhD,0,3,2
19,1,62465.0,5.62,83.9,22.7,0,1,4.4,2.26,4,Engineering,High School,0,0,1
17,1,25000.0,5.6,78.8,37.7,1,1,3.3,1.89,1,Engineering,Bachelor,0,1,1
20,1,85319.0,5.14,82.4,19.8,1,0,5.0,1.94,4,Engineering,Bachelor,0,1,1
23,1,41721.0,5.04,72.2,36.7,1,0,8.8,2.26,4,Arts,Bachelor,1,1,0
20,0,47770.0,3.48,80.8,44.6,1,0,5.0,3.87,1,Engineering,Master,0,2,1
24,1,55675.0,3.28,96.4,31.9,1,0,2.8,3.08,3,Arts,Bachelor,0,1,0
21,0,31812.0,1.99,87.9,24.9,0,1,4.9,1.92,3,Science,Bachelor,0,1,4
21,0,32030.0,5.82,81.1,23.1,1,0,8.6,1.94,1,CS,Bachelor,0,1,2
20,0,64139.0,4.06,98.1,34.6,1,0,2.6,0.8,4,Engineering,Bachelor,0,1,1
20,0,31787.0,4.43,77.1,24.8,0,0,5.5,1.91,2,Arts,Master,0,2,0
20,0,25000.0,0.5,84.7,58.4,1,1,6.8,1.18,2,CS,Bachelor,1,1,2
20,1,42254.0,3.14,79.6,13.0,1,1,3.4,3.13,4,CS,Master,0,2,2
22,0,25000.0,5.27,80.4,28.4,0,0,5.8,3.91,2,Business,High School,0,0,3
18,1,65627.0,4.43,85.2,33.3,1,1,3.9,3.64,2,CS,Master,0,2,2
18,0,66454.0,3.14,86.6,31.8,0,1,3.3,1.25,1,Science,Master,1,2,4
18,0,31048.5,4.18,80.4,23.3,0,1,5.5,3.19,1,CS,Master,0,2,2
25,0,29684.0,3.91,75.3,44.8,1,0,5.5,2.86,1,Business,Bachelor,0,1,3
22,0,28268.0,3.69,96.7,38.0,1,0,4.8,3.98,2,Business,High School,0,0,3
21,1,27889.0,4.16,82.8,38.9,0,0,6.5,0.74,4,Engineering,Bachelor,0,1,1
18,1,25000.0,3.99,73.7,22.0,0,0,6.4,2.71,3,Engineering,High School,1,0,1
22,0,84866.0,4.27,73.8,25.2,1,0,5.8,0.94,2,Science,Bachelor,0,1,4
20,0,25000.0,5.57,97.9,35.9,0,0,4.3,3.99,4,Business,Bachelor,0,1,3
21,1,36459.0,7.23,100.0,16.8,1,0,3.7,4.0,4,Science,Master,0,2,4
18,0,34628.0,5.92,84.7,38.0,0,0,4.1,3.19,2,Business,High School,0,0,3
21,0,25000.0,4.3,77.1,28.8,1,1,5.2,2.07,4,CS,Bachelor,1,1,2
20,1,25000.0,5.55,84.7,42.8,1,1,4.7,2.46,2,Engineering,High School,0,0,1
19,0,29832.0,2.06,79.6,24.9,1,1,3.4,2.74,1,Arts,High School,0,0,0
22,1,25000.0,3.98,86.6,51.8,1,0,5.1,0.94,1,Engineering,Bachelor,0,1,1
17,1,28179.0,3.09,84.8,34.9,1,1,4.4,3.04,4,Engineering,Bachelor,0,1,1
22,0,56345.0,3.26,81.7,36.2,1,0,6.5,2.04,1,Engineering,Bachelor,0,1,1
22,0,34029.0,5.25,81.3,21.7,1,0,4.8,2.63,4,Science,Master,0,2,4
19,1,46869.0,5.78,80.2,33.0,1,1,7.0,3.94,2,Arts,Bachelor,0,1,0
19,0,38840.0,2.27,89.6,23.4,0,1,5.9,1.26,2,Science,Bachelor,0,1,4
20,1,25000.0,3.77,80.5,11.5,0,1,4.6,2.08,4,CS,High School,0,0,2
21,1,25000.0,3.15,98.4,27.7,1,0,5.2,3.74,4,Science,High School,0,0,4
20,0,34851.0,4.87,99.2,44.0,1,0,5.3,3.85,1,Arts,Bachelor,0,1,0
